Časová značka,Pohlaví,Věk,Mateřský jazyk,Ptáci [Kur domácí (slepice)],Ptáci [Vrána],Ptáci [Holubice],Ptáci [Kachna],Ptáci [Plameňák],Ptáci [Racek],Ptáci [Jestřáb],Ptáci [Kiwi],Ptáci [Skřivan],Ptáci [Pštros],Ptáci [Andulka],Ptáci [Tučňák],Ptáci [Bažant],Ptáci [Nandu],Ptáci [Zoboun],Ptáci [Chaluha],Ptáci [Vrabec],Ptáci [Labuť],Ptáci [Sup],Ptáci [Střízlík],Savci [Hrabáč],Savci [Antilopa],Savci [Medvěd],Savci [Kanec],Savci [Buvol],Savci [Tur domácí (kráva)],Savci [Morče],Savci [Gepard],Savci [Jelen],Savci [Delfín],Savci [Slon],Savci [Kaloň],Savci [Žirafa],Savci [Koza],Savci [Gorila],Savci [Křeček],Savci [Zajíc],Savci [Leopard],Savci [Lev],Savci [Rys],Savci [Norek],Savci [Krtek],Savci [Mangusta],Savci [Vačice],Savci [Přímorožec],Savci [Ptakopysk],Savci [Tchoř],Savci [Poník],Savci [Sviňucha],Savci [Puma],Savci [Kočka],Savci [Mýval],Savci [Sob],Savci [Tuleň],Savci [Lachtan],Savci [Veverka],Savci [Upír],Savci [Hraboš],Savci [Klokan],Savci [Vlk],Ryby [Okoun],Ryby [Kapr],Ryby [Sumec],Ryby [Tloušť],Ryby [Ostroun],Ryby [Treska],Ryby [Sleď],Ryby [Štika],Ryby [Piraňa],Ryby [Mořský koník],Ryby [Jazyk],Ryby [Rejnok],Ryby [Tuňák]
4.2.2021 20:58:07,Žena,19,Čeština,3,5 (nejvíce typické),2,3,3,5 (nejvíce typické),5 (nejvíce typické),4,3,4,2,2,5 (nejvíce typické),4,,,5 (nejvíce typické),3,5 (nejvíce typické),,2,5 (nejvíce typické),4,5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),4,5 (nejvíce typické),5 (nejvíce typické),4,4,2,3,5 (nejvíce typické),4,4,4,4,5 (nejvíce typické),5 (nejvíce typické),4,2,2,4,4,4,3,5 (nejvíce typické),3,4,5 (nejvíce typické),2,4,4,4,2,1 (nejméně typické),3,4,4,5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),3,5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),4,3,1 (nejméně typické),3,5 (nejvíce typické)
4.2.2021 23:42:39,Žena,20,Čeština,5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),4,5 (nejvíce typické),4,2,5 (nejvíce typické),3,5 (nejvíce typické),4,5 (nejvíce typické),,3,4,5 (nejvíce typické),5 (nejvíce typické),4,5 (nejvíce typické),4,5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),3,5 (nejvíce typické),5 (nejvíce typické),4,2,1 (nejméně typické),5 (nejvíce typické),5 (nejvíce typické),4,3,5 (nejvíce typické),4,4,5 (nejvíce typické),4,4,3,3,,1 (nejméně typické),2,5 (nejvíce typické),2,4,5 (nejvíce typické),3,5 (nejvíce typické),2,2,5 (nejvíce typické),1 (nejméně typické),3,5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),3,5 (nejvíce typické),,5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),1 (nejméně typické),4,3,5 (nejvíce typické)
4.2.2021 23:42:50,Žena,20,Čeština,5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),4,5 (nejvíce typické),4,2,5 (nejvíce typické),3,5 (nejvíce typické),4,5 (nejvíce typické),,3,4,5 (nejvíce typické),5 (nejvíce typické),4,5 (nejvíce typické),4,5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),3,5 (nejvíce typické),5 (nejvíce typické),4,2,1 (nejméně typické),5 (nejvíce typické),5 (nejvíce typické),4,3,5 (nejvíce typické),4,4,5 (nejvíce typické),4,4,3,3,,1 (nejméně typické),2,5 (nejvíce typické),2,4,5 (nejvíce typické),3,5 (nejvíce typické),2,2,5 (nejvíce typické),1 (nejméně typické),3,5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),3,5 (nejvíce typické),,5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),1 (nejméně typické),4,3,5 (nejvíce typické)
5.2.2021 8:48:08,Žena,20,Čeština,2,5 (nejvíce typické),5 (nejvíce typické),3,3,5 (nejvíce typické),4,5 (nejvíce typické),5 (nejvíce typické),4,5 (nejvíce typické),2,2,5 (nejvíce typické),,,5 (nejvíce typické),2,4,1 (nejméně typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),4,5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),4,5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),4,5 (nejvíce typické),2,5 (nejvíce typické),,1 (nejméně typické),4,5 (nejvíce typické),,5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),4,5 (nejvíce typické),1 (nejméně typické),5 (nejvíce typické),3,5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),,,5 (nejvíce typické),2,5 (nejvíce typické),4,2,,4,5 (nejvíce typické)
5.2.2021 13:40:33,Muž,21,Čeština,3,1 (nejméně typické),1 (nejméně typické),1 (nejméně typické),3,1 (nejméně typické),2,2,1 (nejméně typické),4,2,4,4,3,2,5 (nejvíce typické),1 (nejméně typické),1 (nejméně typické),3,2,,1 (nejméně typické),1 (nejméně typické),1 (nejméně typické),1 (nejméně typické),1 (nejméně typické),2,1 (nejméně typické),1 (nejméně typické),2,1 (nejméně typické),5 (nejvíce typické),1 (nejméně typické),2,1 (nejméně typické),2,1 (nejméně typické),1 (nejméně typické),1 (nejméně typické),2,3,2,,2,3,4,2,2,,2,1 (nejméně typické),1 (nejméně typické),1 (nejméně typické),3,,1 (nejméně typické),5 (nejvíce typické),2,2,1 (nejméně typické),1 (nejméně typické),1 (nejméně typické),1 (nejméně typické),3,3,2,3,1 (nejméně typické),2,4,5 (nejvíce typické),2,1 (nejméně typické)
5.2.2021 13:58:48,Žena,23,Čeština,4,5 (nejvíce typické),5 (nejvíce typické),3,3,5 (nejvíce typické),5 (nejvíce typické),1 (nejméně typické),5 (nejvíce typické),3,5 (nejvíce typické),1 (nejméně typické),4,2,,,5 (nejvíce typické),4,4,,,5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),2,5 (nejvíce typické),,5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),4,5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),4,3,,3,,1 (nejméně typické),4,5 (nejvíce typické),2,5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),3,1 (nejméně typické),5 (nejvíce typické),2,4,5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),3,,,5 (nejvíce typické),3,5 (nejvíce typické),5 (nejvíce typické),1 (nejméně typické),1 (nejméně typické),1 (nejméně typické),5 (nejvíce typické)
5.2.2021 18:01:38,Žena,22,Čeština,5 (nejvíce typické),5 (nejvíce typické),4,5 (nejvíce typické),2,4,3,1 (nejméně typické),2,1 (nejméně typické),3,1 (nejméně typické),5 (nejvíce typické),,,2,5 (nejvíce typické),4,3,,,3,4,5 (nejvíce typické),3,5 (nejvíce typické),3,3,5 (nejvíce typické),4,4,2,3,5 (nejvíce typické),3,3,5 (nejvíce typické),3,3,4,,5 (nejvíce typické),1 (nejméně typické),,,1 (nejméně typické),1 (nejméně typické),3,2,3,5 (nejvíce typické),2,2,1 (nejméně typické),2,5 (nejvíce typické),,3,1 (nejméně typické),5 (nejvíce typické),3,4,4,,,3,,4,2,2,,2,
5.2.2021 18:19:17,Muž,22,Čeština,3,5 (nejvíce typické),5 (nejvíce typické),3,3,4,4,2,5 (nejvíce typické),2,5 (nejvíce typické),2,3,,,,5 (nejvíce typické),4,3,,,4,5 (nejvíce typické),4,4,4,4,4,4,1 (nejméně typické),2,,3,4,5 (nejvíce typické),4,4,4,5 (nejvíce typické),4,,2,,5 (nejvíce typické),,2,4,3,,4,5 (nejvíce typické),4,4,1 (nejméně typické),1 (nejméně typické),4,2,4,5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),4,,,,4,5 (nejvíce typické),3,1 (nejméně typické),,2,4
5.2.2021 21:26:17,Muž,24,Čeština,4,5 (nejvíce typické),3,2,1 (nejméně typické),4,2,2,5 (nejvíce typické),2,3,3,3,2,1 (nejméně typické),1 (nejméně typické),5 (nejvíce typické),4,4,1 (nejméně typické),2,2,5 (nejvíce typické),3,2,5 (nejvíce typické),3,3,4,2,3,1 (nejméně typické),2,5 (nejvíce typické),4,3,3,2,3,2,3,1 (nejméně typické),1 (nejméně typické),2,1 (nejméně typické),1 (nejméně typické),2,3,2,2,5 (nejvíce typické),1 (nejméně typické),2,1 (nejméně typické),2,3,1 (nejméně typické),2,2,4,4,5 (nejvíce typické),4,1 (nejméně typické),2,5 (nejvíce typické),2,5 (nejvíce typické),3,1 (nejméně typické),1 (nejméně typické),1 (nejméně typické),5 (nejvíce typické)
6.2.2021 10:32:39,Muž,22,Čeština,5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),3,4,3,3,3,4,4,1 (nejméně typické),4,,1 (nejméně typické),,5 (nejvíce typické),5 (nejvíce typické),4,,2,2,4,5 (nejvíce typické),3,5 (nejvíce typické),3,3,3,5 (nejvíce typické),5 (nejvíce typické),,5 (nejvíce typické),4,5 (nejvíce typické),4,4,3,5 (nejvíce typické),2,3,2,3,3,,3,1 (nejméně typické),4,,3,5 (nejvíce typické),2,3,2,3,3,2,3,5 (nejvíce typické),5 (nejvíce typické),2,5 (nejvíce typické),5 (nejvíce typické),1 (nejméně typické),,1 (nejméně typické),2,5 (nejvíce typické),2,3,1 (nejméně typické),1 (nejméně typické),4
7.2.2021 9:54:53,Žena,20,Čeština,5 (nejvíce typické),5 (nejvíce typické),4,5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),3,4,5 (nejvíce typické),5 (nejvíce typické),4,5 (nejvíce typické),5 (nejvíce typické),4,3,3,5 (nejvíce typické),5 (nejvíce typické),3,3,2,4,5 (nejvíce typické),5 (nejvíce typické),3,5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),3,5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),2,5 (nejvíce typické),3,5 (nejvíce typické),3,5 (nejvíce typické),5 (nejvíce typické),4,4,5 (nejvíce typické),5 (nejvíce typické),4,5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),2,5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),2,3,5 (nejvíce typické),4,5 (nejvíce typické),3,4,3,4,5 (nejvíce typické)
7.2.2021 15:18:20,Žena,20,Čeština,4,5 (nejvíce typické),5 (nejvíce typické),4,4,5 (nejvíce typické),5 (nejvíce typické),1 (nejméně typické),5 (nejvíce typické),4,5 (nejvíce typické),3,3,1 (nejméně typické),1 (nejméně typické),1 (nejméně typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),1 (nejméně typické),3,4,5 (nejvíce typické),4,5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),3,5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),3,4,1 (nejméně typické),5 (nejvíce typické),1 (nejméně typické),3,5 (nejvíce typické),5 (nejvíce typické),2,5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),3,4,4,5 (nejvíce typické),1 (nejméně typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),4,2,5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),2,1 (nejméně typické),3,5 (nejvíce typické)
7.2.2021 15:32:25,Žena,23,Čeština,4,5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),3,5 (nejvíce typické),5 (nejvíce typické),1 (nejméně typické),4,2,4,1 (nejméně typické),3,2,,1 (nejméně typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),,,4,5 (nejvíce typické),4,5 (nejvíce typické),5 (nejvíce typické),3,5 (nejvíce typické),5 (nejvíce typické),2,5 (nejvíce typické),,5 (nejvíce typické),5 (nejvíce typické),4,4,5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),3,2,,4,,1 (nejméně typické),4,5 (nejvíce typické),,5 (nejvíce typické),5 (nejvíce typické),4,4,2,2,5 (nejvíce typické),1 (nejméně typické),3,5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),,,5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),1 (nejméně typické),,4,5 (nejvíce typické)
7.2.2021 15:49:26,Muž,20,Slovenština,5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),2,5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),3,2,3,5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),2,5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),3,5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),4,5 (nejvíce typické),3,5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),3,5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),3,5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické)
7.2.2021 15:49:45,Muž,20,Slovenština,5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),4,2,3,5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),1 (nejméně typické),2,2,5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),1 (nejméně typické),1 (nejméně typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),2,5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),1 (nejméně typické),5 (nejvíce typické),2,5 (nejvíce typické),1 (nejméně typické),5 (nejvíce typické),5 (nejvíce typické),4,5 (nejvíce typické),3,5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),4,5 (nejvíce typické),3,5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),2,5 (nejvíce typické),5 (nejvíce typické),2,3,5 (nejvíce typické),5 (nejvíce typické),4,5 (nejvíce typické),5 (nejvíce typické),1 (nejméně typické),5 (nejvíce typické),5 (nejvíce typické)
7.2.2021 18:11:45,Muž,19,Čeština,5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),3,4,5 (nejvíce typické),5 (nejvíce typické),4,5 (nejvíce typické),2,,2,5 (nejvíce typické),5 (nejvíce typické),4,3,3,5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),3,5 (nejvíce typické),3,5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),4,4,5 (nejvíce typické),2,5 (nejvíce typické),2,2,5 (nejvíce typické),5 (nejvíce typické),2,5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),4,4,5 (nejvíce typické),2,5 (nejvíce typické),4,5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),4,,5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),4,,3,5 (nejvíce typické)
8.2.2021 10:48:42,Muž,20,Čeština,5 (nejvíce typické),4,5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),4,5 (nejvíce typické),3,5 (nejvíce typické),2,3,,,,5 (nejvíce typické),5 (nejvíce typické),3,,2,4,4,4,2,5 (nejvíce typické),4,5 (nejvíce typické),5 (nejvíce typické),2,5 (nejvíce typické),,5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),3,4,4,4,4,,2,,4,,1 (nejméně typické),3,4,1 (nejméně typické),4,5 (nejvíce typické),3,4,2,1 (nejméně typické),5 (nejvíce typické),1 (nejméně typické),3,5 (nejvíce typické),4,4,5 (nejvíce typické),5 (nejvíce typické),,,3,2,5 (nejvíce typické),5 (nejvíce typické),1 (nejméně typické),,3,4
8.2.2021 12:42:54,Žena,20,Čeština,5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),4,5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),2,3,1 (nejméně typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),3,2,5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),,5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),,5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),3,3,5 (nejvíce typické),,5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),,,5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),,4,5 (nejvíce typické)
8.2.2021 13:19:50,Muž,20,Čeština,2,5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),3,5 (nejvíce typické),3,,2,5 (nejvíce typické),2,,,5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),,3,3,4,3,3,4,3,4,4,5 (nejvíce typické),4,,5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),3,2,4,5 (nejvíce typické),4,4,2,3,3,3,5 (nejvíce typické),,4,,4,4,3,4,3,4,2,2,3,2,5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),,,5 (nejvíce typické),3,5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),,5 (nejvíce typické),5 (nejvíce typické)
8.2.2021 13:36:51,Muž,20,Čeština,3,5 (nejvíce typické),5 (nejvíce typické),3,3,4,4,2,5 (nejvíce typické),2,5 (nejvíce typické),2,3,2,,,5 (nejvíce typické),3,5 (nejvíce typické),,,3,5 (nejvíce typické),5 (nejvíce typické),4,5 (nejvíce typické),4,4,5 (nejvíce typické),2,4,,3,5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),4,4,4,4,,3,1 (nejméně typické),4,,1 (nejméně typické),4,4,,4,5 (nejvíce typické),4,4,2,4,4,1 (nejméně typické),5 (nejvíce typické),2,5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),,4,5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),4,1 (nejméně typické),,2,5 (nejvíce typické)
8.2.2021 16:56:43,Muž,20,Čeština,5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),4,5 (nejvíce typické),5 (nejvíce typické),3,4,3,4,3,4,,,,5 (nejvíce typické),4,4,,,3,5 (nejvíce typické),4,2,5 (nejvíce typické),5 (nejvíce typické),4,4,3,4,,3,5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),4,5 (nejvíce typické),5 (nejvíce typické),2,3,,,,1 (nejméně typické),3,5 (nejvíce typické),,3,5 (nejvíce typické),3,3,3,3,5 (nejvíce typické),,3,4,5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),4,4,3,5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),2,1 (nejméně typické),,3,5 (nejvíce typické)
8.2.2021 21:50:59,Žena,30,Čeština,3,5 (nejvíce typické),4,4,2,5 (nejvíce typické),3,1 (nejméně typické),4,2,3,1 (nejméně typické),3,1 (nejméně typické),,3,5 (nejvíce typické),4,2,5 (nejvíce typické),2,3,4,4,3,4,5 (nejvíce typické),4,4,2,4,2,4,5 (nejvíce typické),3,5 (nejvíce typické),4,3,5 (nejvíce typické),4,3,3,,1 (nejméně typické),3,1 (nejméně typické),4,3,1 (nejméně typické),4,5 (nejvíce typické),3,3,1 (nejméně typické),2,5 (nejvíce typické),1 (nejméně typické),5 (nejvíce typické),2,5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),4,4,,5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),4,1 (nejméně typické),,1 (nejméně typické),4
8.2.2021 22:33:25,Muž,20,Slovenština,1 (nejméně typické),5 (nejvíce typické),4,5 (nejvíce typické),5 (nejvíce typické),4,5 (nejvíce typické),2,,3,5 (nejvíce typické),2,2,2,,,5 (nejvíce typické),5 (nejvíce typické),4,,1 (nejméně typické),5 (nejvíce typické),5 (nejvíce typické),,3,3,1 (nejméně typické),4,5 (nejvíce typické),1 (nejméně typické),5 (nejvíce typické),,5 (nejvíce typické),5 (nejvíce typické),4,2,4,4,5 (nejvíce typické),5 (nejvíce typické),3,1 (nejméně typické),,3,,1 (nejméně typické),2,2,4,3,4,2,4,1 (nejméně typické),2,2,5 (nejvíce typické),1 (nejméně typické),5 (nejvíce typické),5 (nejvíce typické),,5 (nejvíce typické),5 (nejvíce typické),4,,5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),3,,,5 (nejvíce typické)
18.2.2021 21:13:46,Žena,21,Čeština,5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),3,,,5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),,3,5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),2,5 (nejvíce typické),3,5 (nejvíce typické),2,5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),2,5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),,,5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),,5 (nejvíce typické),5 (nejvíce typické)
20.2.2021 11:28:06,Muž,48,Slovenština,5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),4,5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),1 (nejméně typické),5 (nejvíce typické),2,3,2,5 (nejvíce typické),5 (nejvíce typické),3,5 (nejvíce typické),3,4,5 (nejvíce typické),4,3,5 (nejvíce typické),5 (nejvíce typické),3,5 (nejvíce typické),3,2,2,3,3,5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),4,4,3,5 (nejvíce typické),3,1 (nejméně typické),5 (nejvíce typické),4,2,5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),4,3,3,5 (nejvíce typické),3,5 (nejvíce typické),4,5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),3,2,5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),1 (nejméně typické),3,1 (nejméně typické),5 (nejvíce typické)
