Časová značka,Pohlaví,Věk,Mateřský jazyk,Ptáci [Kur domácí (slepice)],Ptáci [Vrána],Ptáci [Holubice],Ptáci [Kachna],Ptáci [Plameňák],Ptáci [Racek],Ptáci [Jestřáb],Ptáci [Kiwi],Ptáci [Skřivan],Ptáci [Pštros],Ptáci [Andulka],Ptáci [Tučňák],Ptáci [Bažant],Ptáci [Nandu],Ptáci [Zoboun],Ptáci [Chaluha],Ptáci [Vrabec],Ptáci [Labuť],Ptáci [Sup],Ptáci [Střízlík],Savci [Hrabáč],Savci [Antilopa],Savci [Medvěd],Savci [Kanec],Savci [Buvol],Savci [Tur domácí (kráva)],Savci [Morče],Savci [Gepard],Savci [Jelen],Savci [Delfín],Savci [Slon],Savci [Kaloň],Savci [Žirafa],Savci [Koza],Savci [Gorila],Savci [Křeček],Savci [Zajíc],Savci [Leopard],Savci [Lev],Savci [Rys],Savci [Norek],Savci [Krtek],Savci [Mangusta],Savci [Vačice],Savci [Přímorožec],Savci [Ptakopysk],Savci [Tchoř],Savci [Poník],Savci [Sviňucha],Savci [Puma],Savci [Kočka],Savci [Mýval],Savci [Sob],Savci [Tuleň],Savci [Lachtan],Savci [Veverka],Savci [Upír],Savci [Hraboš],Savci [Klokan],Savci [Vlk],Ryby [Okoun],Ryby [Kapr],Ryby [Sumec],Ryby [Tloušť],Ryby [Ostroun],Ryby [Treska],Ryby [Sleď],Ryby [Štika],Ryby [Piraňa],Ryby [Mořský koník],Ryby [Jazyk],Ryby [Rejnok],Ryby [Tuňák]
8.2.2021 11:55:35,Muž,21,Čeština,5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),1 (nejméně typické),5 (nejvíce typické)
8.2.2021 12:01:48,Žena,52,Čeština,4,5 (nejvíce typické),5 (nejvíce typické),4,5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),1 (nejméně typické),5 (nejvíce typické),4,5 (nejvíce typické),4,5 (nejvíce typické),3,,,5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),,5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),2,5 (nejvíce typické),2,5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),4,,5 (nejvíce typické),5 (nejvíce typické),3,5 (nejvíce typické),5 (nejvíce typické),2,5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),2,3,5 (nejvíce typické),,5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),,5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),2,5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické)
8.2.2021 12:38:42,Žena,23,Čeština,4,5 (nejvíce typické),4,5 (nejvíce typické),3,3,5 (nejvíce typické),3,5 (nejvíce typické),2,5 (nejvíce typické),3,3,2,1 (nejméně typické),1 (nejméně typické),5 (nejvíce typické),3,4,1 (nejméně typické),,5 (nejvíce typické),5 (nejvíce typické),2,3,5 (nejvíce typické),3,4,4,1 (nejméně typické),5 (nejvíce typické),,4,2,5 (nejvíce typické),3,5 (nejvíce typické),3,4,3,2,3,,3,,4,3,4,3,3,3,3,2,2,4,3,1 (nejméně typické),2,4,,5 (nejvíce typické),5 (nejvíce typické),4,,,4,4,5 (nejvíce typické),2,1 (nejméně typické),,3,5 (nejvíce typické)
8.2.2021 12:49:29,Muž,41,Čeština,5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),,5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),,5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),1 (nejméně typické),5 (nejvíce typické)
8.2.2021 12:50:15,Žena,20,Čeština,4,5 (nejvíce typické),3,5 (nejvíce typické),4,5 (nejvíce typické),1 (nejméně typické),1 (nejméně typické),2,3,4,3,5 (nejvíce typické),2,1 (nejméně typické),1 (nejméně typické),4,4,5 (nejvíce typické),1 (nejméně typické),,1 (nejméně typické),4,1 (nejméně typické),2,4,2,5 (nejvíce typické),3,5 (nejvíce typické),4,1 (nejméně typické),4,5 (nejvíce typické),5 (nejvíce typické),1 (nejméně typické),5 (nejvíce typické),1 (nejméně typické),4,4,1 (nejméně typické),1 (nejméně typické),1 (nejméně typické),1 (nejméně typické),,3,2,5 (nejvíce typické),,5 (nejvíce typické),5 (nejvíce typické),1 (nejméně typické),3,1 (nejméně typické),1 (nejméně typické),1 (nejméně typické),1 (nejméně typické),1 (nejméně typické),2,5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),,,5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),1 (nejméně typické),,2,5 (nejvíce typické)
8.2.2021 13:12:56,Žena,24,Čeština,5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),3,5 (nejvíce typické),5 (nejvíce typické),2,5 (nejvíce typické),2,5 (nejvíce typické),3,4,,,3,5 (nejvíce typické),4,4,,,5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),3,5 (nejvíce typické),4,5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),,3,,5 (nejvíce typické),,3,5 (nejvíce typické),5 (nejvíce typické),,5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),4,4,5 (nejvíce typické),,5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),,,5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),3,,4,5 (nejvíce typické)
8.2.2021 13:15:04,Muž,21,Čeština,5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),3,2,4,3,3,4,2,4,2,3,,,1 (nejméně typické),4,3,3,,,3,4,4,3,4,3,3,4,2,5 (nejvíce typické),,3,4,5 (nejvíce typické),,4,3,4,3,,2,,3,,2,2,3,,3,4,2,4,2,2,3,2,3,3,4,5 (nejvíce typické),5 (nejvíce typické),4,,,4,,4,3,2,,2,4
8.2.2021 13:20:28,Žena,21,Čeština,5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),1 (nejméně typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),,5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),3,5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),1 (nejméně typické),5 (nejvíce typické),5 (nejvíce typické),1 (nejméně typické),5 (nejvíce typické),5 (nejvíce typické),,5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),,1 (nejméně typické),5 (nejvíce typické)
8.2.2021 13:25:18,Žena,24,Slovenština,5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),,4,5 (nejvíce typické),5 (nejvíce typické),3,5 (nejvíce typické),3,2,,5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),,5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),2,5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),2,5 (nejvíce typické),2,5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),1 (nejméně typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),,5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),,5 (nejvíce typické),5 (nejvíce typické)
8.2.2021 13:25:58,Žena,21,Čeština,5 (nejvíce typické),4,5 (nejvíce typické),4,3,5 (nejvíce typické),5 (nejvíce typické),3,5 (nejvíce typické),4,5 (nejvíce typické),3,5 (nejvíce typické),3,3,1 (nejméně typické),5 (nejvíce typické),4,4,5 (nejvíce typické),,3,5 (nejvíce typické),3,3,5 (nejvíce typické),4,4,4,3,3,3,4,5 (nejvíce typické),5 (nejvíce typické),4,4,4,5 (nejvíce typické),4,3,2,2,3,,3,3,4,2,4,5 (nejvíce typické),3,3,3,3,4,2,3,3,4,4,5 (nejvíce typické),5 (nejvíce typické),,,5 (nejvíce typické),4,5 (nejvíce typické),3,3,,3,5 (nejvíce typické)
8.2.2021 13:27:34,Žena,28,Čeština,5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),4,1 (nejméně typické),1 (nejméně typické),5 (nejvíce typické),3,3,4,3,2,3,,,1 (nejméně typické),4,4,1 (nejméně typické),2,1 (nejméně typické),4,3,4,2,3,5 (nejvíce typické),4,4,2,3,,1 (nejméně typické),4,2,4,4,1 (nejméně typické),1 (nejméně typické),4,3,5 (nejvíce typické),1 (nejméně typické),3,,3,3,5 (nejvíce typické),,3,5 (nejvíce typické),3,3,2,1 (nejméně typické),3,1 (nejméně typické),3,1 (nejméně typické),4,1 (nejméně typické),4,4,2,2,,2,4,1 (nejméně typické),2,,2,2
8.2.2021 13:28:12,Žena,27,Čeština,4,5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),2,4,3,2,4,2,4,3,2,2,,,5 (nejvíce typické),3,3,,,4,4,4,2,5 (nejvíce typické),4,3,5 (nejvíce typické),4,4,,3,5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),3,3,5 (nejvíce typické),4,4,3,,4,,2,3,3,,3,5 (nejvíce typické),4,2,2,4,5 (nejvíce typické),,3,5 (nejvíce typické),4,5 (nejvíce typické),5 (nejvíce typické),4,3,,5 (nejvíce typické),3,5 (nejvíce typické),3,2,,4,5 (nejvíce typické)
8.2.2021 13:33:54,Žena,26,Čeština,4,5 (nejvíce typické),5 (nejvíce typické),4,4,5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),4,4,4,4,,,,5 (nejvíce typické),4,5 (nejvíce typické),,5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),,,5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),1 (nejméně typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),,,5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),3,,4,5 (nejvíce typické)
8.2.2021 13:50:55,Žena,26,Čeština,3,5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),4,5 (nejvíce typické),5 (nejvíce typické),3,5 (nejvíce typické),3,4,1 (nejméně typické),4,,,,5 (nejvíce typické),5 (nejvíce typické),4,4,,3,5 (nejvíce typické),4,4,5 (nejvíce typické),4,4,4,1 (nejméně typické),5 (nejvíce typické),,3,5 (nejvíce typické),4,5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),4,4,2,,4,,2,3,5 (nejvíce typické),,4,5 (nejvíce typické),2,4,2,2,5 (nejvíce typické),,4,4,4,5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),,,5 (nejvíce typické),4,5 (nejvíce typické),5 (nejvíce typické),4,,5 (nejvíce typické),5 (nejvíce typické)
8.2.2021 14:27:10,Žena,20,Čeština,,5 (nejvíce typické),2,4,3,4,3,1 (nejméně typické),4,2,4,3,3,1 (nejméně typické),1 (nejméně typické),1 (nejméně typické),5 (nejvíce typické),4,4,2,1 (nejméně typické),3,3,2,2,3,3,3,2,3,2,1 (nejméně typické),2,4,5 (nejvíce typické),3,5 (nejvíce typické),4,4,3,3,2,1 (nejméně typické),1 (nejméně typické),1 (nejméně typické),1 (nejméně typické),4,3,1 (nejméně typické),3,5 (nejvíce typické),4,2,2,3,3,1 (nejméně typické),3,1 (nejméně typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),4,2,2,4,4,5 (nejvíce typické),3,1 (nejméně typické),1 (nejméně typické),1 (nejméně typické),5 (nejvíce typické)
8.2.2021 14:44:31,Žena,20,Čeština,5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),3,5 (nejvíce typické),4,2,5 (nejvíce typické),3,4,3,3,,,1 (nejméně typické),5 (nejvíce typické),4,4,3,2,5 (nejvíce typické),5 (nejvíce typické),4,4,5 (nejvíce typické),3,4,5 (nejvíce typické),5 (nejvíce typické),4,,5 (nejvíce typické),4,4,5 (nejvíce typické),5 (nejvíce typické),4,4,4,4,5 (nejvíce typické),,4,,2,3,4,3,4,5 (nejvíce typické),5 (nejvíce typické),4,3,3,5 (nejvíce typické),1 (nejméně typické),5 (nejvíce typické),5 (nejvíce typické),3,5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),1 (nejméně typické),3,3,4,5 (nejvíce typické),4,4,1 (nejméně typické),4,4
8.2.2021 15:19:53,Žena,22,Čeština,4,5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),4,5 (nejvíce typické),5 (nejvíce typické),1 (nejméně typické),5 (nejvíce typické),4,5 (nejvíce typické),3,4,2,3,2,5 (nejvíce typické),4,2,5 (nejvíce typické),2,4,4,3,4,4,5 (nejvíce typické),4,4,5 (nejvíce typické),5 (nejvíce typické),2,3,5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),4,4,4,4,3,2,4,3,2,3,5 (nejvíce typické),1 (nejméně typické),4,5 (nejvíce typické),3,3,2,2,5 (nejvíce typické),1 (nejméně typické),4,3,5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),3,3,5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),2,1 (nejméně typické),3,5 (nejvíce typické)
8.2.2021 15:25:29,Žena,21,Čeština,4,4,5 (nejvíce typické),4,3,5 (nejvíce typické),5 (nejvíce typické),2,5 (nejvíce typické),3,4,3,4,,,,5 (nejvíce typické),4,4,4,,2,4,4,2,5 (nejvíce typické),3,4,3,5 (nejvíce typické),5 (nejvíce typické),,4,3,5 (nejvíce typické),4,2,2,3,3,3,4,1 (nejméně typické),5 (nejvíce typické),,1 (nejméně typické),3,4,,3,5 (nejvíce typické),3,3,5 (nejvíce typické),5 (nejvíce typické),2,5 (nejvíce typické),3,4,5 (nejvíce typické),4,5 (nejvíce typické),5 (nejvíce typické),,,4,4,4,3,4,,5 (nejvíce typické),5 (nejvíce typické)
8.2.2021 15:49:33,Žena,20,Čeština,4,5 (nejvíce typické),5 (nejvíce typické),3,2,4,4,2,5 (nejvíce typické),3,5 (nejvíce typické),1 (nejméně typické),3,2,,1 (nejméně typické),5 (nejvíce typické),4,3,2,1 (nejméně typické),3,5 (nejvíce typické),2,2,4,4,5 (nejvíce typické),5 (nejvíce typické),2,5 (nejvíce typické),2,4,4,3,3,4,4,5 (nejvíce typické),3,3,2,1 (nejméně typické),4,2,1 (nejméně typické),2,4,1 (nejméně typické),5 (nejvíce typické),5 (nejvíce typické),2,4,1 (nejméně typické),2,5 (nejvíce typické),1 (nejméně typické),3,4,5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),,,4,2,5 (nejvíce typické),3,1 (nejméně typické),,2,5 (nejvíce typické)
8.2.2021 16:37:50,Žena,27,Čeština,3,3,3,3,2,3,2,2,3,3,2,3,3,1 (nejméně typické),1 (nejméně typické),1 (nejméně typické),3,3,2,2,1 (nejméně typické),2,3,3,2,3,3,2,3,3,3,2,3,3,3,3,3,2,3,2,2,3,1 (nejméně typické),2,1 (nejméně typické),2,2,3,2,2,3,3,2,3,3,3,1 (nejméně typické),2,3,3,4,5 (nejvíce typické),5 (nejvíce typické),2,3,5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),4,3,2,3,4
8.2.2021 16:46:57,Žena,26,Slovenština,4,5 (nejvíce typické),4,5 (nejvíce typické),1 (nejméně typické),4,4,1 (nejméně typické),4,3,2,1 (nejméně typické),3,1 (nejméně typické),,,5 (nejvíce typické),4,2,,2,4,5 (nejvíce typické),4,3,5 (nejvíce typické),3,4,5 (nejvíce typické),4,5 (nejvíce typické),,4,4,3,3,5 (nejvíce typické),4,4,3,,2,,2,,1 (nejméně typické),3,4,2,4,5 (nejvíce typické),3,4,1 (nejméně typické),3,4,1 (nejméně typické),4,2,4,4,5 (nejvíce typické),3,,,2,2,3,4,1 (nejméně typické),,2,5 (nejvíce typické)
8.2.2021 17:03:02,Žena,20,Čeština,5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),4,5 (nejvíce typické),5 (nejvíce typické),2,5 (nejvíce typické),2,5 (nejvíce typické),2,5 (nejvíce typické),2,3,3,5 (nejvíce typické),5 (nejvíce typické),4,4,3,5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),3,4,3,4,5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),4,4,4,4,5 (nejvíce typické),1 (nejméně typické),5 (nejvíce typické),5 (nejvíce typické),2,5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),3,2,5 (nejvíce typické),3,5 (nejvíce typické),4,5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),3,5 (nejvíce typické),4,5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),4,1 (nejméně typické),2,2,5 (nejvíce typické)
8.2.2021 17:43:52,Muž,42,Čeština,5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),1 (nejméně typické),5 (nejvíce typické),5 (nejvíce typické),1 (nejméně typické),5 (nejvíce typické),1 (nejméně typické),5 (nejvíce typické),1 (nejméně typické),5 (nejvíce typické),1 (nejméně typické),1 (nejméně typické),,5 (nejvíce typické),5 (nejvíce typické),1 (nejméně typické),4,1 (nejméně typické),1 (nejméně typické),5 (nejvíce typické),5 (nejvíce typické),1 (nejméně typické),5 (nejvíce typické),5 (nejvíce typické),1 (nejméně typické),5 (nejvíce typické),1 (nejméně typické),1 (nejméně typické),1 (nejméně typické),1 (nejméně typické),5 (nejvíce typické),1 (nejméně typické),5 (nejvíce typické),5 (nejvíce typické),1 (nejméně typické),1 (nejméně typické),5 (nejvíce typické),1 (nejméně typické),5 (nejvíce typické),1 (nejméně typické),1 (nejméně typické),,1 (nejméně typické),5 (nejvíce typické),5 (nejvíce typické),1 (nejméně typické),1 (nejméně typické),5 (nejvíce typické),1 (nejméně typické),1 (nejméně typické),1 (nejméně typické),1 (nejméně typické),5 (nejvíce typické),1 (nejméně typické),5 (nejvíce typické),1 (nejméně typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),4,1 (nejméně typické),5 (nejvíce typické),1 (nejméně typické),5 (nejvíce typické),1 (nejméně typické),1 (nejméně typické),,1 (nejméně typické),1 (nejméně typické)
8.2.2021 17:49:18,Žena,25,Čeština,4,5 (nejvíce typické),5 (nejvíce typické),4,3,5 (nejvíce typické),3,1 (nejméně typické),5 (nejvíce typické),4,4,2,3,1 (nejméně typické),1 (nejméně typické),1 (nejméně typické),5 (nejvíce typické),4,2,1 (nejméně typické),1 (nejméně typické),4,5 (nejvíce typické),3,3,5 (nejvíce typické),3,5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),2,4,5 (nejvíce typické),5 (nejvíce typické),3,5 (nejvíce typické),4,5 (nejvíce typické),3,1 (nejméně typické),2,1 (nejméně typické),1 (nejméně typické),1 (nejméně typické),1 (nejméně typické),2,5 (nejvíce typické),1 (nejméně typické),4,5 (nejvíce typické),2,4,4,4,3,1 (nejméně typické),3,5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),,1 (nejméně typické),5 (nejvíce typické),3,5 (nejvíce typické),4,1 (nejméně typické),,1 (nejméně typické),5 (nejvíce typické)
8.2.2021 18:17:58,Žena,24,Čeština,3,5 (nejvíce typické),5 (nejvíce typické),4,1 (nejméně typické),2,1 (nejméně typické),1 (nejméně typické),4,1 (nejméně typické),5 (nejvíce typické),1 (nejméně typické),3,1 (nejméně typické),1 (nejméně typické),1 (nejméně typické),5 (nejvíce typické),5 (nejvíce typické),1 (nejméně typické),3,2,1 (nejméně typické),4,2,2,4,2,1 (nejméně typické),4,3,2,1 (nejméně typické),4,5 (nejvíce typické),3,3,5 (nejvíce typické),3,2,3,2,5 (nejvíce typické),1 (nejméně typické),3,1 (nejméně typické),1 (nejméně typické),3,5 (nejvíce typické),1 (nejméně typické),3,5 (nejvíce typické),5 (nejvíce typické),2,3,1 (nejméně typické),4,1 (nejméně typické),5 (nejvíce typické),1 (nejméně typické),2,4,5 (nejvíce typické),5 (nejvíce typické),1 (nejméně typické),3,4,4,5 (nejvíce typické),1 (nejméně typické),1 (nejméně typické),1 (nejméně typické),2,5 (nejvíce typické)
8.2.2021 18:20:23,Žena,19,Čeština,3,5 (nejvíce typické),5 (nejvíce typické),4,2,5 (nejvíce typické),5 (nejvíce typické),2,5 (nejvíce typické),2,4,4,4,,,5 (nejvíce typické),5 (nejvíce typické),4,5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),,5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),,5 (nejvíce typické),,3,5 (nejvíce typické),5 (nejvíce typické),3,5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),4,5 (nejvíce typické),1 (nejméně typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),,,5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),5 (nejvíce typické),3,,5 (nejvíce typické),5 (nejvíce typické)
